poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165101,1043,lv,,lv,,11/6/22 20:19,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,9237,2022,U.S. House,1,District 1,11/8/22,general,false,false,,DEM,Pappas,29144,Chris Pappas,50.0
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165101,1043,lv,,lv,,11/6/22 20:19,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,9237,2022,U.S. House,1,District 1,11/8/22,general,false,false,,REP,Leavitt,30772,Karoline Leavitt,49.0
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165102,1027,lv,,lv,,11/6/22 20:19,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,9238,2022,U.S. House,2,District 2,11/8/22,general,false,false,,DEM,Kuster,29145,Ann McLane Kuster,53.0
81569,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,New Hampshire,11/2/22,11/6/22,,"",,165102,1027,lv,,lv,,11/6/22 20:19,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1717&context=survey_center_polls,"",false,,9238,2022,U.S. House,2,District 2,11/8/22,general,false,false,,REP,Burns,30285,Robert Burns,45.0
81570,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,Maine,11/2/22,11/6/22,,"",,165103,477,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1716&context=survey_center_polls,"",false,,9176,2022,U.S. House,1,District 1,11/8/22,general,false,false,1,DEM,Pingree,29095,Chellie M. Pingree,58.0
81570,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,Maine,11/2/22,11/6/22,,"",,165103,477,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1716&context=survey_center_polls,"",false,,9176,2022,U.S. House,1,District 1,11/8/22,general,false,false,1,REP,Thelander,29639,Edwin Thelander,39.0
81570,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,Maine,11/2/22,11/6/22,,"",,165104,433,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1716&context=survey_center_polls,"",false,,9177,2022,U.S. House,2,District 2,11/8/22,general,false,false,1,DEM,Golden,29096,Jared Forrest Golden,46.0
81570,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,Maine,11/2/22,11/6/22,,"",,165104,433,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1716&context=survey_center_polls,"",false,,9177,2022,U.S. House,2,District 2,11/8/22,general,false,false,1,REP,Poliquin,29640,Bruce Poliquin,45.0
81570,525,U. New Hampshire,"","",University of New Hampshire,357,University of New Hampshire Survey Center,B-,Online,Maine,11/2/22,11/6/22,,"",,165104,433,lv,,lv,,11/6/22 20:20,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1716&context=survey_center_polls,"",false,,9177,2022,U.S. House,2,District 2,11/8/22,general,false,false,1,IND,Bond,30270,Tiffany Bond,8.0
81600,959,Dittman Research,"","",Dittman Research,79,Dittman Research,B/C,Live Phone,Alaska,11/2/22,11/3/22,,"",,165199,400,lv,,lv,,11/7/22 13:19,"",https://twitter.com/jazmineulloa/status/1589448320426315776,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,1,DEM,Peltola,30406,Mary S. Peltola,48.0
81600,959,Dittman Research,"","",Dittman Research,79,Dittman Research,B/C,Live Phone,Alaska,11/2/22,11/3/22,,"",,165199,400,lv,,lv,,11/7/22 13:19,"",https://twitter.com/jazmineulloa/status/1589448320426315776,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,1,REP,Palin,30150,Sarah Palin,25.0
81600,959,Dittman Research,"","",Dittman Research,79,Dittman Research,B/C,Live Phone,Alaska,11/2/22,11/3/22,,"",,165199,400,lv,,lv,,11/7/22 13:19,"",https://twitter.com/jazmineulloa/status/1589448320426315776,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,1,REP,Begich,29358,Nick Begich,23.0
81600,959,Dittman Research,"","",Dittman Research,79,Dittman Research,B/C,Live Phone,Alaska,11/2/22,11/3/22,,"",,165199,400,lv,,lv,,11/7/22 13:19,"",https://twitter.com/jazmineulloa/status/1589448320426315776,"",false,,8998,2022,U.S. House,1,District 1,11/8/22,general,false,false,1,LIB,Bye,30760,Chris Bye,3.0
