poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
84160,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,9/8/23,9/14/23,,"",,181593,4413,a,,a,,9/15/23 09:26,"",https://www.reuters.com/world/us/biden-weighed-by-economic-concerns-age-potential-2024-rematch-with-trump-2023-09-15/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,39.0
84160,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Probability Panel,,9/8/23,9/14/23,,"",,181593,4413,a,,a,,9/15/23 09:26,"",https://www.reuters.com/world/us/biden-weighed-by-economic-concerns-age-potential-2024-rematch-with-trump-2023-09-15/,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,39.0
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,"",,181376,1334,rv,,rv,,9/13/23 09:57,"",https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0
84136,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online Panel,,9/10/23,9/12/23,,"",,181376,1334,rv,,rv,,9/13/23 09:57,"",https://docs.cdn.yougov.com/0d5jmcbf98/econtoplines.pdf,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,43.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181571,1012,rv,,rv,,9/14/23 19:25,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,46.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181571,1012,rv,,rv,,9/14/23 19:25,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Trump,16651,Donald Trump,48.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181572,1012,rv,,rv,,9/14/23 19:25,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,47.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181572,1012,rv,,rv,,9/14/23 19:25,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,DeSantis,16646,Ron DeSantis,44.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181573,1012,rv,,rv,,9/14/23 19:25,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,DEM,Biden,19368,Joe Biden,44.0
84158,1597,Beacon Research/Shaw & Company,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,A,Live Phone,,9/9/23,9/12/23,,"",,181573,1012,rv,,rv,,9/14/23 19:25,"",https://www.foxnews.com/official-polls/fox-news-poll-trump-expands-lead-gop-primary-race,"",false,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,REP,Scott,16648,Tim Scott,43.0
